rrn,fraud_label,anomaly_score
JGONN5NTTBIA,False,0.11918198084492315
7DWY6HW77AAQ,False,0.11460085202620968
22NE7NBTAPOA,False,-0.007886115930882232
GSO5ANGPOGMQ,False,-0.1319662631429202
Y47ICDUWWWDQ,False,-0.08154237384025737
ZACE4Y44N2XA,False,-0.041606203862002145
DQ6P3TTBUEWA,False,-0.03775207142751119
DPBHWCWEAF3A,False,0.009715856371754483
PXM5YMCGABNQ,False,0.008640248757242286
PSGEXQXZSWFQ,False,0.036012437428659616
YU4KRGB3WLYQ,False,-0.07292986351639591
NHDEBEAEB3BA,False,-0.06532932667926855
TLXJ7VSWBOUQ,False,-0.06532932667926855
QZI67A3DH5RQ,False,-0.06457002589353472
D4NJCSX6ZYMA,False,-0.028192844246046567
MGKYSVQLJ3ZQ,False,-0.038272134991143736
T4QQA4UUUEFA,False,0.04013137544402573
6XR6DMPEG3DA,False,-0.06532242728387522
TUXTE3QEKIRA,False,0.005873452735986162
7VUP2AWGOCPA,False,-0.06964446422588028
3MEBIMLAULFQ,False,0.013170903157795288
DETCDYZO5YMA,False,0.049500776072445685
63QY4U2GN7FA,False,0.019709884245085352
7QDTYD3QVFAA,False,0.012044539890869621
JAPO6EQMEURQ,False,-0.03138408246160035
COPASY36A2YQ,False,0.04994147565674284
WFIQGHNYRV3A,False,0.05181606359154156
YDVAG7MNIFIQ,False,-0.031027262755518648
KPWK3JB3F2DA,False,0.013431280884102281
R23FXMHXIUCA,False,-0.076245842531044
5UHWJGU3BNDQ,False,-0.005557337606374835
WDSBMD4ZSGAQ,False,0.037824908385415246
JW5F7PYSA6EA,False,-0.04724578858331324
3XWH3JLELEZQ,False,0.0037874043554299575
6ZDVW7FQVCLQ,False,-0.09053228233396587
ROJ65NH6LU3A,False,-0.09371656666818845
OWWHBRG6TP3Q,False,0.005617519588057451
LFJE3YYZDYWA,False,-0.024778494604606738
IOOOIO5YC26A,False,-0.019407173986938864
7TRK4AGLGPEA,False,-0.044361530263636484
5ZNWLYH7JXIQ,False,-0.04931617903176594
P6IBV2NA5K3A,False,0.03221636898835384
KKE2APWQN5YQ,False,-0.12496433816010494
ZVODGCA7NHTQ,False,-0.03364850937030667
BFJQWFF2RHJA,False,0.06880534309940789
2BYK7WUVVRFA,False,-0.0694353631693782
QEBZXBW5WKIQ,False,-0.1856133302375635
P36MVKBGJCUQ,False,-0.06981936517208415
HPRCVB3U7N5A,False,0.0391790913288691
LRFOOD7AXFIQ,False,0.010007996536849195
DV764YQBA42A,False,-0.13180932550388463
WIF362VCZQXQ,False,0.06460068287225995
SKH735C6COAQ,False,2.940255710542905e-05
J2RFEAZS4Q2A,False,-0.09567533326414096
FTWOQ5RNWH6Q,False,0.04603180233667237
TMDBWLUZI3RA,False,0.010252296987253662
UU6NPLPO6IPA,False,0.03939512687294172
P54XBADANPBA,False,-0.08886270249995082
IGPLIEC4LIQA,False,-0.04005526382263319
FFOKLPHMJ3SQ,False,0.12724358727665674
XS3CXYGCN5DQ,False,0.06874430663163233
XKG6IJ6RJWUA,False,-0.12392439728118171
OOAD4YLNRM4Q,False,0.049325436580666515
QKUCDCHZL64Q,False,0.07040791861296658
IDIM6KTKAWBA,False,-0.04656699003718762
ZTHTYNKUVBCA,False,-0.04685288673392879
NGT7NVWVTF5Q,False,-0.06957452334231135
WZG4PTHLE2EQ,False,0.08528466300109289
DWJVKG2MWJJA,False,0.013155431143746454
O4ATPU47FBMQ,False,0.03614709726772186
MN4IFNA7KEWQ,False,0.01119498996535806
3HSAO4QNKVUQ,False,0.008094965753345118
XQRDZPJAWNXQ,False,0.004888292413307793
HAYHOQPSNSUA,False,0.03368268506810995
6237KBRCJPDQ,False,0.012940577385098073
DT6WVSUAC7AA,False,0.04266426705888432
MXSJFG3KSE4Q,False,0.035788384549421626
IWZU5OCQ5QNQ,False,-0.04673295412806783
JEGQ4HGG7PYQ,False,-0.06454555886484464
B2BUPJWMVBJQ,False,0.03006914050552606
AINM2M66FBCQ,False,0.031944140086438644
RYZMHG4OTSFA,False,0.023863909323269483
Q6EXS2N4K32A,False,0.010504486868930074
GRYZV4OVIOFQ,False,-0.01128519478484219
XRZXWFJIJOEQ,False,0.05465911125829487
3WG4YDSKCBQQ,False,-0.02043170168820757
L3QZPRAXY6BA,False,-0.010343965190328597
XKAK44OWDBEQ,False,-0.015294118768202802
WZILUWRI7QXQ,False,-0.07097744960642655
EJHIFXKNMFYA,False,-0.06577583803633597
5HEDPIYDITAA,False,-0.06282740137860415
J6FDAT4J53QQ,False,-0.06908460448777337
DKV7CUVWJTLQ,False,-0.07756106292356285
2WZMGPYPXLGA,False,0.033822117799553075
OJJT2I766M2A,False,0.03772968014105388
RZTCNEVWAT7Q,False,0.0468447279683919
HQIGN63K6DEQ,False,0.0054378713147232305
YPSPT4AGCXIQ,False,0.050740364422380446
KTYZQQLCIJ4A,False,-0.07853330552316812
VPWGXSOUFIQQ,False,-0.08269131283736025
H26KED3LCWEQ,False,-0.06775300714491433
B5XJ72VMHWCA,False,-0.08270399870161921
LUS3P7DGQI7Q,False,0.020190009657683583
UOONK5ZB6VWQ,False,0.0072115119872087075
FXIOOWPW3AQQ,False,-0.021046391925752805
ZFWWPVNTRRMQ,False,0.0019108148618528498
UKLL2PGWOXNA,False,-0.001859030636730541
QBCOKZL5SLTA,False,-0.0671665750738018
RIASAKA2NZXA,False,-0.06398585005761742
ANQYYO2G3DUA,False,-0.06281717607389564
YSFEWUBIUN3Q,False,-0.0609306037361646
BJLUP6Z3DVUA,False,-0.10221545079050859
UCYAS6WFSM7Q,False,-0.008222694661277397
4Z3FTTCBIBDQ,False,-0.05855084969733376
6TTPNYA3GPIQ,False,-0.06244037059510005
B57DDHB2TN3Q,False,0.01965733856367663
NFUHF3L2U3CA,False,0.029095176834925296
6YL5DD4JDC6Q,False,0.028685354425750598
JONYU7IK2QKA,False,0.019978863764460453
KZ2DY5CSZXOQ,False,-0.020105320270605798
N6JGMPGY4I3A,False,-0.06886751707043831
LDQB5YQPR75A,False,-0.06886751707043831
7QGAYN54VU6Q,False,-0.059092511518647084
UVTHD2GNFX2Q,False,0.03022951946463459
7EZB2QIC2QYA,False,-0.04065019885402904
PMNJRN3W4NIA,False,-0.06853291266149114
JCJ6DRIZIXGQ,False,-0.15824868163149003
EH5IPJOGPFVQ,False,-0.09409949886666064
7SOK546VGEZQ,False,-0.09270051566588017
U4AIA3DKL5SQ,False,0.03405087500742532
7EXWXEZVPJJQ,False,0.010192618838599676
WXZLVYCKBPIA,False,0.0539634974101974
SJZWM5IVXIAA,False,-0.09013545730034406
MIUDBUFK2TDA,False,-0.045410619867080115
A4J2TIU47AVQ,False,0.06816030534704148
RANBOVVT4HYQ,False,0.0321924856275243
HIQT6AW6ANKQ,False,0.032157895434090034
C6CYXLCF6Q4A,False,0.15145216245045623
WXVLYVNOWJ3Q,False,-0.00061189709436682
VONBT7ZXKQ4Q,False,0.04283095347857224
KJA7S64KI25Q,False,0.041430781050746435
KN3J3QFBWVLQ,False,0.031056367874717272
FQSIWBQOPSHQ,False,-0.04095404815662734
UAAB52WWOJ7A,False,-0.044306125703784505
7KV4VPPJHUVA,False,-0.16101799828602142
YBODH5N26YYQ,False,-0.0719416598423131
2BCWSEH6FUXQ,False,-0.12511869392698644
TWJEP2P7BPNA,False,-0.13453732437209115
QHO7DTIT2NDQ,False,-0.1320248059901084
TBHKFSTDE4YQ,False,-0.04140632768202296
FFFHSPQ6M4MQ,False,0.062113234893149794
KKIADVEJTHFQ,False,0.05653498455573425
EM4WY3YLBQMA,False,-0.08040685025829591
WDDVONUFQLVQ,False,-0.13632089606598125
TQ6ZD35FWA3Q,False,0.12724358727665674
I652KRWY2H4A,False,-0.001994611481338948
ENDK7WCPIE5Q,False,0.07294194373794721
RDXW4EOVXLYQ,False,-0.042978293087584996
PEYPCY4XAE2A,False,-0.06267786524413071
