rrn,anomaly_score
PI2JEOY7P44A,-0.07716758007043295
6EAU3VHFH6IQ,-0.07547116585314967
FWAONCYRIDXQ,-0.0844164666199852
VTPI7UA4G66Q,-0.06452396859266746
Q4JVWBGUEYVQ,-0.09123176041765652
I25B6TXW3DJQ,-0.07139345250866208
26HMVCWXLHEQ,-0.08075532609649089
DHTKEYPCLSVA,-0.005350223311559599
E65WKGVAJN4Q,-0.014265085844594572
ITCDJDIM4N7A,-0.05041057770812146
VMYQY6WXB7GA,-0.0928811703059837
7O5P4DIIB3AA,-0.007926247782002072
NZXISEIWRYFA,-0.010035090207738795
GGJTCQ4ZHFRA,-0.03266118678833835
BAGXWXJA5C6A,-0.009055263450160556
OCHZYEJNJ36A,-0.013621011613023482
ON26S2PLVR2A,-0.013692550855884889
GYWI63M3ZSLQ,0.0061274358635389214
44BPUINMKEPQ,0.00990219053426361
YOZMC26SXTSA,-0.0734218492897109
NIA5VWH6CJHQ,-0.07096277314480631
CRQJQAKQFQNQ,-0.08018685494141603
S4XJGTRP6EVA,-0.06848534516290167
ABPTUFK7GWIA,-0.08175805975295586
RGT67T5VTPAA,-0.08038818472473636
TXIZTVAFT2MQ,0.04805983117323975
TAOON2XT4S4Q,-0.07942451592658245
UAP24MQR56UQ,-0.05357864446976773
K3NOFZXWSOCQ,-0.10515427790053417
U2FKAP7KDYRQ,0.021593628941969645
QO2MZRKH5LLQ,0.0223241002748375
W5BPUV5BYYDQ,0.011312113176879857
WJ7DEOOW6RUA,0.048575512007822785
253R4ZPZPPHA,0.048778585813565034
JCMZBA2CI3GA,-0.07550475067851109
SVVEAONIBSEQ,-0.07932806445411927
Y7FISHVIDNSQ,-0.09862022278166499
QVPZCGLMHUEA,-0.08135322677212392
JXB542KNBCOA,-0.08747823137237981
EDE5FZXCIRCA,0.01942642943938666
TKJLIAY37MQQ,0.00431556338454514
GEVSTXJ3MXUA,0.0023473462582711546
XCGLQNGHECEQ,-0.002042435256942643
2UNQDNYCXVUQ,0.043508365884040334
UH66IDTIHQ5A,0.006037161172009364
IJJL6XRHVHQA,-0.053147804948150246
JU7PUT7BL5RA,-0.058858047574303185
UMZ6ELYCHQ3Q,-0.06361941055059722
ENCKKEU6YQWA,-0.078979353383201
YTFHWU3PUYFQ,-0.08761081378224461
UUO3Y2Z3QJ3A,-0.05223998410574077
UVJYECR6YC4A,0.0038790122961782636
FUR6HT3VKG7A,0.0015610667008869594
FN3CGSP224EA,0.004897198596364449
Q7F3SRK5C5AA,-0.03144586863333637
VSJGJAKXIKGQ,0.033451771450269896
QKCT5K2SXORQ,0.039158305635455526
XNAXFQXFTKAA,-0.08302045995101254
JSWV765WVWVQ,-0.05450880075228631
6GTHZ3WCGM7Q,0.03537867133772166
63ZRTRM3EAKA,-0.09919476852349601
P4623C6KNZ5A,-0.06130766247948444
CBXTH4DVUYRQ,-0.05972865239584718
O2R3ZSJTEBDQ,-0.09092937594482259
BS7Y5RDKTXMQ,-0.1012122802092355
T4RAXXMGF7VA,-0.09759545029005073
P3LEPKPEKFEQ,0.0026951380418823723
SRQNXVWZCVIQ,0.03405087500742532
WTJ5SGGDLZZA,0.004612749309485797
3XE2SKJF6RDA,0.010269107510431474
COUE27SPZB4A,-0.13855327390491184
3VPWF7E7BIXA,-0.04516613425524113
VMRSNJYBNU5Q,0.10629811754818547
RXIRDXEVYHCQ,0.11182634126989677
L5XU5RJKCJ6Q,-0.06168497642191245
R6C42XGPJKDA,-0.09919476852349601
2EIHGPE62C5A,0.019386583552147563
D4BYEJITSL6A,0.06002448539706845
KGQA2O3BL42Q,0.013878535349698295
LGD4VRET3XPQ,0.021809775708281243
YUXVS3G2SSEA,0.003695770862042147
26I5QAWS5ZXQ,0.034489961803064184
VU6MNOD7SDIA,0.029664703278489024
IEZ7MTTDM2MQ,0.026736768692189994
KCVKSNJMIQNQ,-0.061890591283678964
WVROX3PKIIGA,-0.06765108749171539
TMCLQX63ZNBA,0.040297919529319604
WULEAREILJLA,-0.07802311028310599
ETE7ZD46GXUA,-0.04594321183279276
GPDHCCN2EPJQ,0.019201524390690283
7UFK47G2ZLHA,0.04042107554784291
BOLDXKUAP5SA,0.023660977784032755
A52ZXAW5TRCQ,0.0361509730334959
4ONFVJQDBDJQ,0.008420330260390352
T7GJPOULMJIQ,-0.07468607900573981
QOUN3W7FW5YA,-0.0996138032407275
SPZSPKDR6ELQ,-0.024088907524213943
NQT5DXWF7UWA,-0.0653109458930276
63HG4OL4H5KQ,-0.0310999467163508
ZGPBCOW7VWOQ,-0.030743319187606366
555W6TT6FFGA,-0.018199379824107187
7YV3AMJFXNXA,0.03126442332715229
APLHXB27PD7A,0.029478393149031057
TA2OQ2A5ORCA,0.054883544411746366
YKZB3UZSE3PA,-0.07265950125605053
7MYXWEACQRWA,0.018073812934627453
OJSTVDJH52FA,-0.06772177662748785
S47TXUDACSYQ,-0.0834124694459159
POCUJQAZE5CA,-0.08764678395659692
GGHGDV2PKU4Q,0.03317322959561553
T7Y635RUW4AQ,0.04671196916755821
D3WFSUBTH53Q,-0.11797258933001692
IKU6IQFISMMA,0.046209342402416975
PU6PW3O5QNTQ,0.05876523004947182
4WT623FKQNFA,0.006950355674829267
ZTZ5Q7V5RP2Q,0.003290091682316476
3BHKBYJHNX6A,-0.012408063062519237
VGIS6CDMVOZA,0.04597257475306393
ZZ2UTCTSDJUQ,-0.04125215707774205
X3D6LRJECXFA,-0.005300876258364784
Q4K5V6Z3YPCA,0.047450164698406294
VAGCHJE5PY3A,0.009595053369792772
K3KOGF2BEQ2Q,-0.029457770632785485
TSM6CNCWOMVQ,-0.037350389692271724
Y2UUJAWMHUKQ,-0.07226460635157644
7HZORAXWRP4A,-0.07642495442128355
GVBCC3S4Q67A,-0.03774994683614791
6SIYZAYQ2J4Q,0.04156106135465826
QRLOGYC6TXFA,0.03992773679285755
MBQSYOET5IYA,0.041753153381788144
SYV34OYYUOSA,0.04098221035937838
2MLHRDH2JQFQ,-0.01116543758904115
BOQJISGZDMGA,0.03312809790528087
PRCZWP3Z6M7A,-0.0856329519132299
HWEVP6TKVVBA,-0.022670593296158892
3ATY2C2TODWA,0.02384637639863263
BPNLWHZAX4OA,-0.08621648202368276
V2W5NVPMCYBQ,0.04881531039927478
SQ45DLUVJWSA,-0.033765073904227394
2GKIQFZ6ES5Q,-0.05311638456086071
MHA2VSYVGNNQ,-0.03116101999259452
I4S5YP5EHOIQ,-0.12843362243013073
QO6B7NRK42MQ,-0.08869109694545224
F7HWCKTFBABA,-0.08869109694545224
LLJNZMINCIFA,-0.09808459858645951
CV3L2ZGFUGAA,-0.05122605416724718
K6MALKZIBDFA,-0.053930731943729604
RFM2VFHFCO6Q,-0.07614270060102396
BD3INYECOCCQ,-0.08319092133789613
HJPSXFGVMH7Q,-0.1083935585394677
2GWY4Q5KARSQ,-0.004613825955393225
L4EVA6XGLULQ,-0.12582384753397086
FJZU7HJF2IPA,0.0227443873255036
M6EZYJTCG5AQ,0.019913243331565855
QAYSVY2XWGCQ,-0.10989873629468855
DMKXDBDM4SKA,-0.10856177363917446
B4EFUK55IAYQ,-0.10296480845344741
5I6ODSYV43WQ,-0.12159573495389259
7Y6PWX5KWNHQ,-0.11971282445740822
7R47OJ6VPXTQ,-0.11780048739833521
DMXNACCUBQRQ,-0.08529745027793695
4PUS3OKSEQVA,-0.126062571592171
WBRHOCQSUYCQ,-0.11736651938710757
4NVJBRRT22CQ,0.0022669058221821414
JSHAJQJ7DCXQ,-0.02359647440787621
XHP3TRD3GJFQ,-0.013871746689164632
3NWF2QN7P7ZA,-0.010772160973806455
NSROWX47OGFQ,0.06174750447329508
U25BIYDCUF6Q,0.06914680904665654
XRBXDBZ7S27Q,0.0453486830804018
7SDCZYYYCTGA,-0.06730714203145688
PSTHLNRE6XOA,-0.05117108990830527
73S3E7GAW3UA,-0.02589855183882589
JOF4EJEIHRXQ,0.012485372253332794
OJW4GWUN7FPA,0.03457252260742466
VLOMIGEYBLGQ,0.04295639026961312
URW2XJE3SZAQ,-0.10380782537572492
V4CFGZEEGSZQ,-0.10304302857351305
DM2RK3S5HUWQ,0.0653228190223859
QYI4KQFQXIWA,-0.09007907501452422
3NCH4SKHTATA,-0.04255250899238322
HFER43KTJ37Q,-0.06911905422409742
EUW4V5CAK4WA,-0.13627858111614494
XQIJBCOB457Q,-0.07433762857833687
M3DNALHG435Q,-0.08208923744991031
QIT3JVKR533A,-0.04344163208525825
3XFZECCXQE7A,-0.010460719295689425
F4MNFX43XP3Q,-0.10464736489770182
OTDHIKJXA3XQ,-0.13943002157481715
ULB23CBU4IFQ,-0.11422162750152881
CJYY2UIHIURQ,-0.03394968233595347
Q5IVTSEYMYPQ,-0.02111637727115573
7X57QRFRVGIA,-0.05311461194641803
FNGJPLWSFZGA,-0.03705747746603533
DXMTU2HE2EPQ,-0.07857570115684892
DXWU26T6QWNQ,0.09142666514124453
RCBJUCHWEJ3Q,0.002090816130403128
ILYRVVO73GWA,-0.12674954675987588
3FFOWEHYZC2Q,0.15052872509152382
RC6UKBIRURQA,0.1491494567738476
NLDKQGB2JL7A,-0.03656606156120573
N3WVAYWVJSHQ,-0.0417748638750422
RLEVJGJ4N6EA,0.08492804744841798
GXWKQJKC4NOQ,-0.038292835578523865
HDPQLCWWF6MQ,-0.10385602606800298
PNJCI2ZWVVIA,0.03623831480421652
JEVY2HTH2RLA,-0.04573210375096165
DZICQRIOGQ3Q,0.018768131454210024
7WIWOKPLMOQQ,-0.11044578305436542
M6TJC5BA74PA,0.05116103946419237
2JXDZ3D2W3UQ,-0.049714254262275215
AAAU7B23PPLQ,-0.07979058422721447
AEUHMIUIHLSQ,-0.04877578397572363
MKBXY4RTZEFA,-0.035398562226813535
RO7MMC2JELSA,-0.082420285402442
LFN6GK5NKB6A,-0.041582215040850856
HFI3FC5BYHZA,0.005564217280813244
IGOCR4JIFQ4A,0.05240793521925019
WCSGHKYDC2VQ,0.05036218760621369
JTZQUHGEVXGA,-0.05293925426996032
SYBPDNES7CWQ,0.059976502784759245
2WF4PUIZKAZA,-0.085654270860481
ILL2UD4G745A,-0.08085651909929553
HM7EMWJWFBBQ,-0.038350824159693875
6VNBPNKSDVWQ,-0.07969751029554178
5N37FSNIO7EA,0.04243708820505354
4W7E2BYO7FNA,-0.05278354821667569
D6O5XHRNVM4A,-0.022326902545847627
4W35NW6735JQ,-0.05427241720114023
MLOT23VI37LA,-0.043203380594440455
STPP6XYH4RMQ,-0.04755999055157595
5V55ATK24A5A,-0.03344228812559752
IWWLO7OQ553A,-0.009600409428764
XHUFILZBFLFQ,0.036885806019780365
JJLAHKBCAOZQ,0.07176251371685882
PLINKK3QSQ2Q,-0.05836317123268914
NBHWEJ5E4B6Q,-0.06070718605482811
QR72XPXNXZ6A,0.0252467079353777
CBHRVEVROJOQ,0.07269142111637406
W4GUTX4PBBKQ,0.06769540928576534
WRYEPJWIGBBQ,0.06531977314934756
KM5IKD6WTONQ,-0.038927729844594416
ZNTOHRGDTGGQ,-0.17202234196517713
EKRWXJOV226Q,-0.11482220108588242
OERUTDCI35ZQ,-0.1304078389633651
CGVUOC4NMUXA,-0.07649665229516261
EIXMQ5YX5PFA,0.051391372206611885
S6PNJ6K3AJTA,0.021777144309025442
OEUPTDLACQFA,0.04601798579764338
AYBVR2I3XOIA,0.06597584743430562
YAYO2C2ZJDYA,0.053839705112570635
FLCAO5YC2PJQ,0.0710241990816225
SUJIMQ32J72Q,0.07013817516749143
NRNMIE4QR4HA,-0.08304882038877676
4NBDNU7RPB7Q,-0.07550497039590504
NLKVIU4GNV3A,-0.07986372071235298
N6J7P6XOQNRQ,-0.08544970605152086
2S444OHQUEIA,-0.0006051568867933566
EOCJQFIKPABQ,0.06688939179313091
2QY4NEAWNR2Q,-0.06688753051998347
JZ33V3XKEQMA,-0.09529027697021503
RFO6WB46KI3A,-0.08260172895550494
PJZ5GMCR4EWQ,-0.01768326379282875
6JPYMUVGJJSA,-0.05859499237642368
MWLLJVDANLIA,0.022829104787149113
IM3HMMPVR3OA,0.04354010429411964
PC2RKQ43WRVQ,0.05840377603804542
GTCW27RVGVIA,-0.04133617050546884
G6HSLOALANMQ,-0.0975011269250961
V6GDX6C7NAPQ,-0.1775640892163523
6IHG4IS4ISMA,-0.050809190909002766
OTR4MCC4VCDQ,-0.042620157766501465
P7R72PMIVIUQ,-0.1113030900273641
MX54SJ67CU6A,-0.00792489891242848
G5IPL3H5KOVA,-0.03563795693577693
XT6H7DYL2VJA,0.045961112599520904
YV35XPU3WJSA,0.07993248799200747
UMSC5KZRIPGA,-0.07815186243484734
LUFLPHUZGBIA,-0.09772010228587619
FN5QPTGBRBZA,-0.059494089300482667
CV4DRFGOHGCA,0.028499366624940847
EQPNJUWJPUWQ,0.06712005882656391
VLMJI57AZT5Q,0.07093182291519312
TF5LJC2M63FA,0.06794352122184322
3JMPHTL7WXCQ,-0.08284417361694435
WXP5GRZWKFWA,-0.09667682127456062
5E65IX7ANQXQ,0.04223524193678718
L22EJ5BWRXAQ,-0.0943480093399715
YT34NWWHVQPA,-0.09241664405435907
JQ7UEGYGDZVQ,-0.1071995305024403
M5GQ3YJXBJSA,-0.10835073291853697
UVIU3VJDAQBQ,-0.16168896333282295
WLVB74YJJFFA,-0.1529660027108775
H5IQAFZ4ZRTA,-0.11367178106244974
72DPM3NHJVMQ,-0.12062351481534522
CU56H6GBAZ4Q,-0.12055543406258712
LG5PPDH75TDQ,-0.10731590808336838
AW7VLFVBTCFQ,-0.13920288006419484
Q4MOS3TCBTJQ,-0.12928921249454545
ZPY23PEOTN7A,0.009245488764878906
B7VJ4H7JEKDA,0.02000119085815566
OH6ZMBRERGVQ,0.018221377144569673
YIALCQ4Z224A,0.019961042348376312
IFNKKI6A4JMA,0.02089493626202571
EATBHJNJOBGA,0.014482601262978734
PWWZ7D5CIADQ,-0.029329012965184476
WNGMQS6GPSEQ,0.07243110123488827
NSDJILZONBHQ,-0.17879071843142275
ADC66MPWHLYQ,-0.09561283812890459
DPMLGLUGPVMQ,0.056817783651366915
IN6Y5VNQVE6A,-0.08389229601402343
JSEXYKA7VJVA,-0.1269051387318721
DXCSU5ILNV5A,0.07311427442305224
52KANCQ4LAYA,0.021659965090534916
ZORFCF5XYOPQ,0.021745741890807524
FRPABM2CABFQ,0.07225511429967152
BFTB5OVTO7TQ,0.07684806085351653
5GPBGGPXT24Q,-0.008108751228793232
LPURDAACZK7A,-0.02576064457932631
UK7Y3ALOA5HQ,0.012871326171800257
XBEOURSZIJUA,0.0034173491424192015
EGVGT3F47K2A,-0.010772160973806455
PRTVQJG57R4A,0.07351638322037535
3G7DP46K3NCA,-0.08046540364040483
SEWE2GGKJWNQ,0.07737954590187796
WQEEVKYNNFHA,0.06378913480745907
JPIIAHTQCHXA,-0.07944027996570374
B33AG74FCE3A,0.07188689785220287
LUOUWBVHXDXA,-0.0595249311510852
5PSYXARHXFCA,0.061022362448526324
TQEQHGEBPGGA,-0.07849610447290928
M5HDGM625E6Q,-0.15136123421084696
AYFIZ6VOTVAA,-0.09446290480732483
NVWPPJJLCEVA,-0.044973726248957624
KUGGZ37LNROQ,0.030599292611861673
OYPXXV7TULVA,-0.013757274394846919
TONFXXAG5FAQ,-0.07027438784813184
VDJGIOL2FOYA,-0.009684902083039126
PBG2QZGVSNLA,0.03621207733173931
5YFD6GKOXPTQ,0.057105584862243264
GEU2ZXL67TDA,-0.06085551251399196
4T4GT543MR2A,0.07485957169895396
G2CGNQ6AFGJA,0.04431328788129618
DEP3NK6P32WA,-0.08528794914141408
5UL6MGRLVLAA,-0.09730156675023299
PRA7SLYMXEBQ,-0.18607637155142603
GUHLXB6VQYPQ,-0.1719528923021158
M7VLFPBOOTAA,0.011014717286739861
YWJSCJVCKWQQ,0.06777711417025495
HTQ6DLUOFGUA,0.060652896911678356
RAECCOCQHSPA,-0.048733080025047226
OTTEDY4YC43Q,-0.08310039688950027
E2L6JZWK25QA,-0.041203104501832344
3WDBMIR4S7WA,-0.0801332864189242
6SGKI2TR52IQ,-0.07905715980553246
DWDQ6P42X6CQ,-0.024834889907676294
2EU6CYWREGWA,-0.19052195514822406
LEDAWGK6GRJA,-0.099792951606332
BNHKGPM6HMFQ,-0.0025265355523373945
NFM4QBFJDW2A,-0.030464839588036752
O3IY6C7XQVAA,-0.19660303137850127
X5OQQ46BF2NA,-0.1007334578777404
RUAUUJFFPSWQ,-0.08543840066092162
N66PZ4IM37KQ,0.04047250699754984
OVHY6B5RFO6Q,-0.10752117671399558
WM2MTG5DKJ6A,-0.17833419914418253
SIXJJOESCBYA,-0.04005686581307982
SCSO7ACCU6LQ,-0.11376214771371301
J6A5OJPIDVZA,-0.052414790513887144
OSUDNOURPA4Q,0.07237407906337534
OFD7M4RQGZ3A,-0.04122140174509065
TBNFLR6XM3NQ,0.07022328897583374
4NBCTKKF3KFA,0.05451658790361669
MS5MY3ZOWJJQ,-0.0033520419805234125
KNWDPHKNA2JA,0.07522700338278271
3CE3R4YO43AQ,0.07287451560607927
5MOJRZOUE4BQ,-0.06357163214776002
BXSUPNHXE7GQ,0.07876945191632945
6MZTTXFBXACA,0.07658277285339221
KMVMBPXPSVPA,0.07413348666042724
WQ3DYPAZ3USA,0.028772391418674326
UGSNSO5VHMEQ,-0.08613262651141601
NEXTBNVHWQ4Q,0.007544515475507163
ZJF3ZF66JGCQ,-0.05197230027862604
P6EMXKV2ENNQ,-0.08159063280734508
N4X42NQHI5IA,-0.16805957083803819
ADXNGDVV24VQ,0.08946323948486762
J7DS3NXIKSNQ,0.09212515742422639
DT7QQS6JRGQQ,-0.030337935438111197
KXHB2I4OCBNQ,-0.029116371118408757
UUO6KQYQWWTQ,0.0908673847843281
45CIN3P2OWJA,0.0382022300383828
OTTURL5DOO5Q,-0.015846514446597404
YJQOFCE54IOA,-0.027023272748809946
NSA2GNNFTXGA,-0.024654722340572144
